trj_id,source_lat,source_lng,source_timestamp,dest_lat,dest_lng,dest_timestamp,time_taken,geohash_source,geohash_dest,hour,day
25897,1.2998456,103.8173464,2019-04-21 22:54:44,1.3595652,103.9554302,2019-04-21 23:20:56,1572.0,w21z6kt,w21ztxd,22,6
259,1.3569813,103.8546032,2019-04-17 06:55:35,1.3499632,103.9572239,2019-04-17 07:13:02,1047.0,w21zer0,w21zttg,6,2
2590,1.3785663544936386,103.8927736956405,2019-04-11 02:31:06,1.3492611621894637,103.98507563746305,2019-04-11 02:51:40,1234.0,w21zu4u,w21zwjx,2,3
25901,1.3667544,103.8357686,2019-04-17 22:00:49,1.4311277,103.715469,2019-04-17 22:20:44,1195.0,w21zfbf,w23b0he,22,2
25904,1.2990908094899585,103.90367915317458,2019-04-13 13:31:25,1.36670147716764,103.86039071335318,2019-04-13 13:47:53,988.0,w21zkkk,w21zg2u,13,5
25905,1.3050887,103.80151,2019-04-18 12:30:01,1.3429173,103.9455953,2019-04-18 12:50:17,1216.0,w21z6j9,w21ztk6,12,3
25906,1.3964817,103.9030517,2019-04-16 00:29:04,1.4579583,103.81712,2019-04-16 00:50:05,1261.0,w21zuq5,w23b63m,0,1
25912,1.3722965308427608,103.94761915928683,2019-04-18 07:46:19,1.3082471391434143,103.90875041716758,2019-04-18 08:15:44,1765.0,w21zv3u,w21zkw0,7,3
2592,1.309497236870402,103.86676050803337,2019-04-10 12:11:48,1.3519984520597212,103.71262027820019,2019-04-10 12:31:50,1202.0,w21z7w3,w21z8n1,12,2
25926,1.3848987,103.7422304,2019-04-16 22:11:06,1.3390392,103.7534248,2019-04-16 22:27:21,975.0,w21zbsn,w21z8gy,22,1
25928,1.2791281,103.8568659,2019-04-16 11:05:56,1.3307563,103.9758018,2019-04-16 11:27:14,1278.0,w21z72f,w21zw42,11,1
2593,1.396175544889294,103.75166253903528,2019-04-13 20:52:44,1.3230735125493216,103.89064655155471,2019-04-13 21:10:03,1039.0,w21zbyj,w21zs0f,20,5
25933,1.3545743,103.7165432,2019-04-21 22:50:05,1.3193591,103.8437226,2019-04-21 23:10:46,1241.0,w21z8ns,w21ze00,22,6
25940,1.3288394,103.9054316,2019-04-14 00:28:53,1.4022712,103.9058403,2019-04-14 00:50:37,1304.0,w21zs3v,w21zurm,0,6
25951,1.3921179,103.7451733,2019-04-21 03:56:08,1.3306,103.9302354,2019-04-21 04:17:10,1262.0,w21zbv2,w21zsfp,3,6
25957,1.3436500230207695,103.73556000960407,2019-04-13 06:45:07,1.3247447088373123,103.89947751546642,2019-04-13 07:09:21,1454.0,w21z8s9,w21zs31,6,5
25959,1.3382945794737906,103.69287441894458,2019-04-18 11:28:35,1.272651044241952,103.84184008545412,2019-04-18 11:56:59,1704.0,w21xxed,w21z4zx,11,3
25965,1.2922683,103.8541467,2019-04-13 14:31:51,1.3588783,103.7672617,2019-04-13 14:54:05,1334.0,w21z772,w21z9r3,14,5
25967,1.323452069671976,103.89178099843343,2019-04-20 11:16:08,1.4140624620740148,103.83885511454426,2019-04-20 11:48:02,1914.0,w21zs0g,w23b4cm,11,5
25970,1.3153802119538516,103.75244116821378,2019-04-17 00:55:38,1.2725715525460173,103.83543851795032,2019-04-17 01:19:06,1408.0,w21z2zq,w21z4zd,0,2
25972,1.3321478,103.8693227,2019-04-21 12:15:24,1.3517601,103.7124026,2019-04-21 12:34:09,1125.0,w21zede,w21z8n1,12,6
25973,1.3218923,103.7106174,2019-04-09 14:40:55,1.4250615,103.7905609,2019-04-09 14:59:44,1129.0,w21xxbx,w23b1g3,14,1
25974,1.3106102803625932,103.84453095415596,2019-04-14 06:51:17,1.3390583251537405,103.94966163791928,2019-04-14 07:08:58,1061.0,w21z7n9,w21zt7v,6,6
25978,1.4431781,103.8211114,2019-04-13 03:39:33,1.3208112,103.7639526,2019-04-13 04:00:03,1230.0,w23b4w8,w21z90q,3,5
25979,1.3206798,103.9050026,2019-04-15 08:06:24,1.3964776,103.8500496,2019-04-15 08:20:35,851.0,w21zs2m,w21zgnj,8,0
25993,1.3326443135242023,103.96067054441804,2019-04-17 04:41:48,1.2788596519923918,103.82182070197999,2019-04-17 04:57:58,970.0,w21ztdt,w21z68b,4,2
25997,1.425192787718335,103.83517301848995,2019-04-21 00:38:14,1.351660776977949,103.96437831832095,2019-04-21 00:56:59,1125.0,w23b4g6,w21zty0,0,6
25999,1.3351972,103.9393057,2019-04-13 04:13:52,1.3105841,103.7958735,2019-04-13 04:35:38,1306.0,w21zt5n,w21z3yt,4,5
26,1.3727283,103.9477767,2019-04-16 00:15:04,1.3438317,103.8663617,2019-04-16 00:37:27,1343.0,w21zv3u,w21zes9,0,1
260,1.3487666,103.6863253,2019-04-08 08:29:21,1.3120634,103.7721966,2019-04-08 08:49:51,1230.0,w21xxmw,w21z3qu,8,0
26009,1.3436851886819807,103.85104556950081,2019-04-09 10:35:27,1.3604281419303026,103.93911743422612,2019-04-09 10:51:24,957.0,w21zehw,w21ztpw,10,1
26015,1.3511868421407702,103.71104372678701,2019-04-13 13:23:11,1.3078678998053619,103.81064757538577,2019-04-13 13:43:03,1192.0,w21z8jb,w21z6q0,13,5
26018,1.325004,103.9791452,2019-04-13 11:25:15,1.3944599,103.8348463,2019-04-13 11:43:27,1092.0,w21zw15,w21zfvf,11,5
26021,1.3410931,103.9818442,2019-04-11 02:26:04,1.2877421,103.8484307,2019-04-11 02:43:03,1019.0,w21zwhj,w21z74k,2,3
26024,1.3692517,103.9541945,2019-04-11 22:20:21,1.3842255,103.8431019,2019-04-11 22:37:54,1053.0,w21zv93,w21zg5b,22,3
26025,1.2945277766664498,103.85054222945857,2019-04-17 10:53:07,1.3933986265549239,103.82172971166277,2019-04-17 11:16:27,1400.0,w21z75t,w21zft8,10,2
26026,1.2850140065464828,103.81424452780021,2019-04-08 12:47:43,1.398021825237997,103.86906766986704,2019-04-08 13:06:32,1129.0,w21z63g,w21zgwe,12,0
26027,1.3436788122095626,103.85270985813034,2019-04-08 14:21:51,1.3718817011670048,103.94723824446379,2019-04-08 14:41:14,1163.0,w21zehx,w21zv3s,14,0
26055,1.3491024,103.7147381,2019-04-20 01:13:57,1.3223073,103.8852191,2019-04-20 01:35:13,1276.0,w21z8jd,w21zebw,1,5
26058,1.3801706006779941,103.73128943536145,2019-04-15 06:53:48,1.3286889598666676,103.91133121354784,2019-04-15 07:15:00,1272.0,w21zb7q,w21zs9c,6,0
26060,1.2728811,103.80241,2019-04-18 09:26:20,1.345779,103.9433284,2019-04-18 09:56:35,1815.0,w21z4pd,w21ztkc,9,3
26061,1.3466581,103.7379152,2019-04-14 05:05:16,1.3322117,103.918349,2019-04-14 05:22:26,1030.0,w21z8t5,w21zsdx,5,6
26062,1.37376839,103.74170623,2019-04-21 04:15:04,1.30800758,103.81033098,2019-04-21 04:42:39,1655.0,w21zbdn,w21z6q0,4,6
26065,1.4352931,103.8364347,2019-04-20 23:14:47,1.3042373,103.8524614,2019-04-20 23:35:31,1244.0,w23b4v7,w21z7jr,23,5
26066,1.3296569,103.9267787,2019-04-09 09:54:06,1.3101641,103.8358408,2019-04-09 10:14:55,1249.0,w21zsfj,w21z6yd,9,1
26067,1.378491,103.732905,2019-04-21 11:12:55,1.3358408,103.9610675,2019-04-21 11:42:08,1753.0,w21zb6z,w21zten,11,6
26069,1.3078392919364865,103.87770347063933,2019-04-16 14:20:21,1.4301127881931928,103.83529294326374,2019-04-16 14:38:04,1063.0,w21z7y1,w23b4u6,14,1
26080,1.3077183810077089,103.76216770402272,2019-04-13 14:07:05,1.3295397985764725,103.84180095269164,2019-04-13 14:19:43,758.0,w21z3nj,w21zdfp,14,5
26087,1.3870293393366415,103.84045212612746,2019-04-10 02:31:25,1.2824934471456988,103.84542050270501,2019-04-10 02:52:47,1282.0,w21zfuw,w21z713,2,2
26092,1.339501,103.7678387,2019-04-12 03:24:52,1.2870528,103.8458721,2019-04-12 03:42:23,1051.0,w21z97c,w21z746,3,4
26093,1.2842517,103.8451302,2019-04-18 11:06:44,1.3401648,103.7744407,2019-04-18 11:29:28,1364.0,w21z71c,w21z97y,11,3
26094,1.3325615586403297,103.7686294028766,2019-04-18 12:04:05,1.342128739389551,103.94653628578175,2019-04-18 12:30:04,1559.0,w21z96d,w21ztk7,12,3
261,1.3415411865520481,103.74867903095365,2019-04-11 11:56:39,1.3525959709671815,103.92732630493485,2019-04-11 12:18:49,1330.0,w21z8u5,w21zsyj,11,3
26102,1.3662919,103.9672878,2019-04-18 08:19:41,1.3927143,103.7429667,2019-04-18 08:51:16,1895.0,w21zvbd,w21zbtx,8,3
2611,1.3173309,103.8921284,2019-04-14 06:09:44,1.3524637,103.7300673,2019-04-14 06:27:55,1091.0,w21zkpg,w21z8qj,6,6
26111,1.3149878620594562,103.84583558702467,2019-04-17 13:27:52,1.3536408171070307,103.96722642714526,2019-04-17 13:43:10,918.0,w21z7p6,w21zty6,13,2
26118,1.281988208942755,103.8489597571682,2019-04-13 11:23:10,1.4181623283482896,103.80157936785429,2019-04-13 11:43:49,1239.0,w21z71k,w23b444,11,5
26125,1.3501404922970077,103.73955599594554,2019-04-20 06:03:09,1.3187710796230316,103.90502026988614,2019-04-20 06:29:11,1562.0,w21z8tu,w21zs2j,6,5
26131,1.3324800587588366,103.76757511595257,2019-04-10 14:54:26,1.3380512150231798,103.93315463027872,2019-04-10 15:10:34,968.0,w21z969,w21zt59,14,2
26132,1.3204395,103.736743,2019-04-09 10:55:56,1.274777,103.8229901,2019-04-09 11:13:16,1040.0,w21z886,w21z681,10,1
26134,1.3556291,103.890069,2019-04-12 10:42:11,1.3550095,103.900907,2019-04-12 10:59:00,1009.0,w21zsnf,w21zsqd,10,4
2614,1.3044627528585075,103.85105811840003,2019-04-18 15:20:11,1.4397148045141774,103.77833894167877,2019-04-18 15:46:38,1587.0,w21z7jq,w23b1w1,15,3
26154,1.3749127,103.9509401,2019-04-17 15:51:49,1.3143461,103.8884365,2019-04-17 16:10:16,1107.0,w21zv6q,w21zkp3,15,2
26157,1.3072803733843763,103.8276954178752,2019-04-14 01:15:26,1.3417443275336853,103.97062520301091,2019-04-14 01:32:02,996.0,w21z6tv,w21ztum,1,6
26159,1.30368,103.8541599,2019-04-10 12:46:53,1.3464938,103.7375501,2019-04-10 13:05:37,1124.0,w21z7m2,w21z8t5,12,2
26162,1.3067367,103.7713395,2019-04-11 21:51:11,1.3185855,103.9666849,2019-04-11 22:09:02,1071.0,w21z3mg,w21ztb4,21,3
26165,1.342531,103.9824423,2019-04-09 16:35:40,1.3781518,103.881532,2019-04-09 16:53:38,1078.0,w21zwhm,w21zgfu,16,1
26174,1.4146263,103.8320648,2019-04-10 22:59:00,1.3443842,103.8768366,2019-04-10 23:17:57,1137.0,w23b4c8,w21zeu8,22,2
26179,1.40067,103.8655412,2019-04-15 04:48:02,1.3844276,103.7391501,2019-04-15 05:05:45,1063.0,w21zgwb,w21zbsh,4,0
26182,1.3713010299427384,103.76342295485946,2019-04-12 02:21:06,1.3093394222739771,103.84624077480147,2019-04-12 02:39:04,1078.0,w21zc1w,w21z7n6,2,4
26183,1.3759014,103.8562306,2019-04-10 08:33:34,1.343979,103.687474,2019-04-10 08:57:52,1458.0,w21zg63,w21xxkw,8,2
26187,1.430971,103.7874216,2019-04-08 08:25:46,1.2957362,103.7866909,2019-04-08 08:44:14,1108.0,w23b1sx,w21z3ez,8,0
26188,1.2967718,103.7835046,2019-04-10 10:39:36,1.3846809,103.7750956,2019-04-10 10:57:20,1064.0,w21z3sh,w21zckn,10,2
26189,1.4321427130232065,103.78821783915424,2019-04-18 10:21:51,1.2987422747975852,103.77648730088474,2019-04-18 10:44:50,1379.0,w23b1u8,w21z3kr,10,3
26196,1.3509396,103.7087329,2019-04-10 02:06:01,1.2972903,103.7835425,2019-04-10 02:20:55,894.0,w21xxvy,w21z3sh,2,2
26198,1.2980819024915216,103.84575432723473,2019-04-17 11:10:54,1.4043223443370982,103.81062380631394,2019-04-17 11:31:05,1211.0,w21z7h6,w21zfr8,11,2
26199,1.2954961736355806,103.83004737191567,2019-04-19 14:52:37,1.3408930517424396,103.72267081392543,2019-04-19 15:27:23,2086.0,w21z6ey,w21z8k0,14,4
26200,1.3478080496103508,103.70615524015025,2019-04-20 01:29:47,1.3017289893666117,103.83674738216385,2019-04-20 01:54:01,1454.0,w21xxvk,w21z6ug,1,5
26201,1.2924247,103.80928,2019-04-10 03:12:25,1.3398385,103.7079877,2019-04-10 03:29:16,1011.0,w21z65r,w21xxgv,3,2
26203,1.2658236216038259,103.82149509777234,2019-04-21 10:56:12,1.4451930846825052,103.82862229013553,2019-04-21 11:21:35,1523.0,w21z4w2,w23b4xj,10,6
26214,1.3189749015730694,103.84834352443706,2019-04-08 08:53:27,1.4295214820172681,103.78703965778884,2019-04-08 09:10:05,998.0,w21ze0h,w23b1sp,8,0
26225,1.4475030829053854,103.81236646525686,2019-04-13 02:32:00,1.336763415178869,103.70955385660223,2019-04-13 02:53:31,1291.0,w23b4r9,w21xxgq,2,5
26233,1.2816133755266859,103.84948909811169,2019-04-18 12:20:32,1.4196339370133617,103.84447282711804,2019-04-18 12:49:59,1767.0,w21z71k,w23b543,12,3
26240,1.3375057373208343,103.98149913186577,2019-04-09 19:47:13,1.337733502461733,103.80799698384192,2019-04-09 20:00:55,822.0,w21zw5m,w21zd5w,19,1
26241,1.3006942529142511,103.85588730415873,2019-04-12 13:56:55,1.3465023356282921,103.70419683210824,2019-04-12 14:18:52,1317.0,w21z7kc,w21xxv5,13,4
26242,1.3178289,103.9059772,2019-04-13 05:37:21,1.3022559,103.8376465,2019-04-13 05:57:26,1205.0,w21zkry,w21z6vh,5,5
26244,1.3491443532480603,103.94890863924226,2019-04-09 05:10:04,1.2871810069306189,103.84417717696459,2019-04-09 05:28:52,1128.0,w21ztmt,w21z743,5,1
26248,1.2939666,103.862334,2019-04-19 10:17:38,1.375563,103.7708066,2019-04-19 10:49:05,1887.0,w21z77w,w21zc67,10,4
26249,1.3800127,103.9035346,2019-04-10 01:17:48,1.3492739,103.9639361,2019-04-10 01:36:47,1139.0,w21zu7h,w21ztv8,1,2
2625,1.3406244176827782,103.7429746487304,2019-04-11 13:41:00,1.3201394959363426,103.8794713130497,2019-04-11 13:57:42,1002.0,w21z8sp,w21zeb6,13,3
26253,1.3565511804593215,103.86407304202248,2019-04-20 10:11:52,1.3775026371508199,103.75658199399327,2019-04-20 10:33:06,1274.0,w21zeqz,w21zc4c,10,5
26254,1.4404341937749139,103.80236373918022,2019-04-19 10:04:41,1.3015881506738267,103.84311659271255,2019-04-19 10:25:04,1223.0,w23b4n4,w21z7hb,10,4
26255,1.3967181,103.7476408,2019-04-19 13:08:03,1.272699,103.8385931,2019-04-19 13:35:26,1643.0,w21zby6,w21z4zs,13,4
2626,1.4446431,103.8118133,2019-04-08 10:04:17,1.3801133,103.7612998,2019-04-08 10:25:35,1278.0,w23b4qc,w21zc5h,10,0
26261,1.334680885989512,103.96794231926313,2019-04-09 10:34:50,1.3843081601157625,103.91687528817924,2019-04-09 10:58:28,1418.0,w21ztfg,w21zusj,10,1
26262,1.3994582,103.9168178,2019-04-11 00:12:14,1.3613565,103.9603607,2019-04-11 00:32:53,1239.0,w21zuwv,w21ztxv,0,3
26269,1.3496522,103.7386541,2019-04-11 11:49:53,1.3670234,103.8445041,2019-04-11 12:08:14,1101.0,w21z8ts,w21zg0c,11,3
2627,1.3741259,103.9752295,2019-04-18 08:49:57,1.4386699,103.8030967,2019-04-18 09:22:43,1966.0,w21zy40,w23b4jg,8,3
26271,1.3200599,103.8496861,2019-04-17 09:07:49,1.4233175,103.8612604,2019-04-17 09:25:36,1067.0,w21ze0m,w23b57j,9,2
26276,1.2859915636640935,103.8381138090922,2019-04-09 11:11:04,1.3591318981916147,103.93070328524774,2019-04-09 11:32:01,1257.0,w21z6fh,w21ztp2,11,1
26277,1.3375893,103.837358,2019-04-16 01:11:16,1.3316157,103.9596923,2019-04-16 01:32:51,1295.0,w21zdgs,w21ztdm,1,1
26281,1.3307211,103.6751668,2019-04-20 01:23:00,1.3281525,103.8689604,2019-04-20 01:45:17,1337.0,w21xx4m,w21ze9g,1,5
26282,1.3518566,103.9442493,2019-04-16 03:35:53,1.2774636,103.8261629,2019-04-16 03:56:06,1213.0,w21ztq1,w21z68e,3,1
26286,1.3501574469195563,103.95187104241391,2019-04-20 07:41:16,1.3176322610452205,103.8080283952031,2019-04-20 08:00:20,1144.0,w21ztmz,w21z6py,7,5
26289,1.3012873994600815,103.84295011405112,2019-04-16 13:58:53,1.4219689505064057,103.86376508744719,2019-04-16 14:14:49,956.0,w21z7hb,w23b56z,13,1
26293,1.447974,103.818924,2019-04-10 02:14:57,1.3170356,103.8749975,2019-04-10 02:35:48,1251.0,w23b4rw,w21z7xz,2,2
26296,1.3523447,103.9677259,2019-04-15 09:12:20,1.4273527,103.8550958,2019-04-15 09:31:06,1126.0,w21zty4,w23b57b,9,0
26297,1.2875061974736763,103.84575562969394,2019-04-10 03:01:01,1.3451628156692117,103.75777417583684,2019-04-10 03:15:51,890.0,w21z746,w21z9hf,3,2
26299,1.333967,103.6964291,2019-04-15 06:24:29,1.4415331,103.7745944,2019-04-15 06:45:33,1264.0,w21xxdv,w23b1qq,6,0
263,1.4385192387297365,103.79579561995166,2019-04-17 01:03:25,1.3844813116784707,103.85845300574225,2019-04-17 01:18:51,926.0,w23b1vv,w21zgk5,1,2
2630,1.441182,103.8180928,2019-04-21 22:39:32,1.3401596,103.77551,2019-04-21 23:00:39,1267.0,w23b4qq,w21z97z,22,6
26301,1.3228633,103.9782374,2019-04-19 07:22:41,1.396317,103.8932152,2019-04-19 07:52:35,1794.0,w21zw0f,w21zunh,7,4
26316,1.3542555,103.9554141,2019-04-16 12:03:19,1.3400975,103.805323,2019-04-16 12:22:23,1144.0,w21ztwd,w21zd5u,12,1
26319,1.330437009305815,103.84600642740975,2019-04-13 05:09:41,1.4378861524178068,103.76834431672819,2019-04-13 05:23:27,826.0,w21ze44,w23b1mc,5,5
26320,1.354483436693678,103.9607507928376,2019-04-12 10:47:13,1.400686903067707,103.8689193991022,2019-04-12 11:06:27,1154.0,w21ztwt,w21zgwg,10,4
26337,1.3568179,103.9631016,2019-04-09 06:45:52,1.3446977,103.8008579,2019-04-09 07:06:13,1221.0,w21ztxp,w21zdhc,6,1
26341,1.3385753,103.9495472,2019-04-15 00:52:47,1.2982865,103.9008865,2019-04-15 01:09:50,1023.0,w21zt7t,w21zkk6,0,0
26342,1.310293169377609,103.84497210865706,2019-04-12 09:50:29,1.3921430060311342,103.77417107422947,2019-04-12 10:14:32,1443.0,w21z7n9,w21zcmq,9,4
26360,1.3566818,103.7835355,2019-04-15 02:44:27,1.3200602,103.8698096,2019-04-15 03:03:09,1122.0,w21z9wu,w21ze87,2,0
26365,1.336875,103.7845433,2019-04-10 10:23:42,1.35427,103.8567633,2019-04-10 10:45:40,1318.0,w21z9em,w21zeqd,10,2
26370,1.3208684,103.8529488,2019-04-18 09:32:32,1.3889939,103.7460052,2019-04-18 09:56:29,1437.0,w21ze0r,w21zbuc,9,3
26371,1.3533747976119301,103.98733865552775,2019-04-18 12:59:04,1.3481322834845166,103.84711309428266,2019-04-18 13:23:55,1491.0,w21zwq3,w21zej7,12,3
26373,1.340877052258529,103.95202221065898,2019-04-16 01:08:06,1.2949745706237292,103.87698095849662,2019-04-16 01:25:34,1048.0,w21ztkp,w21z7g8,1,1
26380,1.329650960302785,103.78592676219351,2019-04-12 00:44:08,1.342920656317233,103.86988143446284,2019-04-12 01:02:31,1103.0,w21z9dn,w21zes7,0,4
26381,1.3154875,103.8583511,2019-04-14 10:30:58,1.3431599,103.9824338,2019-04-14 10:54:07,1389.0,w21z7r7,w21zwht,10,6
26382,1.3487347461771497,103.72010399314908,2019-04-19 12:28:49,1.2930386553613569,103.85411540692164,2019-04-19 12:53:21,1472.0,w21z8jw,w21z772,12,4
26384,1.3364189,103.7473068,2019-04-08 01:10:30,1.3146069,103.8456932,2019-04-08 01:31:32,1262.0,w21z8g6,w21z7p6,1,0
26387,1.3393987934809313,103.98115069768114,2019-04-13 20:11:31,1.3538296032389057,103.85664573645137,2019-04-13 20:26:28,897.0,w21zw5u,w21zeq6,20,5
26391,1.266265232948925,103.82531876800738,2019-04-20 07:19:57,1.4212728312451846,103.8494068409566,2019-04-20 07:44:55,1498.0,w21z4we,w23b54s,7,5
26395,1.3490863,103.8732891,2019-04-14 05:35:52,1.3621193,103.766145,2019-04-14 05:55:30,1178.0,w21zetw,w21z9rb,5,6
264,1.3021912532335405,103.8543738338887,2019-04-18 11:27:13,1.4210425230988635,103.84925960543872,2019-04-18 11:48:34,1281.0,w21z7m0,w23b54s,11,3
26403,1.3390878981962688,103.93528454992398,2019-04-17 10:28:28,1.3082278442273096,103.8418998503418,2019-04-17 10:48:46,1218.0,w21zt5g,w21z6yp,10,2
26404,1.3079872433228057,103.87725452964877,2019-04-08 01:33:52,1.343369833293745,103.74547954390368,2019-04-08 01:50:08,976.0,w21z7y1,w21z8u9,1,0
26407,1.3657916666666667,103.84378833333334,2019-04-09 06:07:36,1.3501433333333335,103.728225,2019-04-09 06:27:15,1179.0,w21zg08,w21z8mu,6,1
26415,1.3255765,103.7929431,2019-04-20 01:50:06,1.3483231,103.9846336,2019-04-20 02:16:23,1577.0,w21z9c7,w21zwjr,1,5
26420,1.3257157,103.9055198,2019-04-19 01:05:10,1.4041608,103.7877178,2019-04-19 01:25:39,1229.0,w21zs3m,w21zcxx,1,4
26426,1.3454642048828882,103.73699793570928,2019-04-08 01:30:23,1.3383800464731097,103.8554397890009,2019-04-08 01:50:53,1230.0,w21z8sf,w21ze79,1,0
26433,1.340995758413483,103.9818112825644,2019-04-19 18:23:29,1.332329014861102,103.79327520737517,2019-04-19 18:43:12,1183.0,w21zwhj,w21z9fe,18,4
26437,1.2853257,103.837894,2019-04-18 14:51:56,1.3889255,103.7404587,2019-04-18 15:14:00,1324.0,w21z6cu,w21zbsv,14,3
26438,1.3088114485449278,103.83342062054581,2019-04-17 10:41:37,1.3877198576425196,103.85824248622008,2019-04-17 11:00:47,1150.0,w21z6y3,w21zgke,10,2
26440,1.4229756,103.8312251,2019-04-15 09:22:07,1.3931113,103.904053,2019-04-15 09:38:16,969.0,w23b4ep,w21zums,9,0
26445,1.3141522493523046,103.71020408592406,2019-04-21 22:27:45,1.36314556579911,103.88818470944112,2019-04-21 22:53:05,1520.0,w21xrzp,w21zu01,22,6
26449,1.3053196,103.8600712,2019-04-11 09:52:36,1.3173095,103.9330166,2019-04-11 10:09:51,1035.0,w21z7ms,w21zmpc,9,3
26457,1.3035298,103.8457126,2019-04-20 02:31:06,1.4291717,103.7760086,2019-04-20 02:57:17,1571.0,w21z7j6,w23b1kp,2,5
26461,1.43613,103.7807833,2019-04-21 06:12:13,1.3028108,103.8559105,2019-04-21 06:37:34,1521.0,w23b1t6,w21z7m1,6,6
26468,1.3057154,103.9134334,2019-04-12 02:02:24,1.2926459,103.7983742,2019-04-12 02:20:09,1065.0,w21zkte,w21z3gr,2,4
26469,1.3576317,103.9305469,2019-04-16 01:30:45,1.3135004,103.8750656,2019-04-16 01:52:12,1287.0,w21zszp,w21z7xp,1,1
26478,1.3120873,103.8037442,2019-04-20 16:47:52,1.4388856,103.7834784,2019-04-20 17:17:50,1798.0,w21z6ng,w23b1tu,16,5
26479,1.3600645,103.8884609,2019-04-20 04:46:08,1.4342229,103.8050437,2019-04-20 05:11:49,1541.0,w21zsp9,w23b4jh,4,5
26482,1.3013049,103.885533,2019-04-13 07:34:52,1.3017853,103.7754736,2019-04-13 07:59:01,1449.0,w21z7uz,w21z3ky,7,5
26485,1.4357916654645912,103.8272823884654,2019-04-18 11:55:26,1.3107232077242612,103.87326545686113,2019-04-18 12:20:09,1483.0,w23b4tk,w21z7ww,11,3
26492,1.314544,103.7608084,2019-04-09 07:39:18,1.2752861,103.8592274,2019-04-09 07:55:55,997.0,w21z3pk,w21z725,7,1
26499,1.3023260008292743,103.84170217637188,2019-04-12 16:50:33,1.4353676825809243,103.79572578713424,2019-04-12 17:07:17,1004.0,w21z6vp,w23b1vm,16,4
265,1.370735,103.9487809,2019-04-17 00:45:44,1.3373742,103.967338,2019-04-17 01:02:36,1012.0,w21zv3t,w21ztg6,0,2
2650,1.3432483,103.9827033,2019-04-15 00:26:35,1.3210921,103.8714312,2019-04-15 00:42:12,937.0,w21zwht,w21ze8k,0,0
26507,1.3376209514178792,103.74753683635537,2019-04-11 11:41:37,1.4255671673580053,103.77725167341563,2019-04-11 11:55:43,846.0,w21z8gd,w23b1e8,11,3
26517,1.4528459056657264,103.81981342993278,2019-04-21 01:51:17,1.2989435654604657,103.84465446235986,2019-04-21 02:13:48,1351.0,w23b62r,w21z7h3,1,6
26521,1.361726,103.8558411,2019-04-09 02:41:29,1.3505198,103.9584264,2019-04-09 02:59:10,1061.0,w21zerc,w21zttu,2,1
26524,1.36436,103.8432934,2019-04-21 08:55:55,1.3400818,103.9728782,2019-04-21 09:19:56,1441.0,w21zg02,w21ztgy,8,6
26526,1.3389845158876736,103.75359293195866,2019-04-17 14:05:42,1.325212586672348,103.90147953303894,2019-04-17 14:19:13,811.0,w21z8gz,w21zs34,14,2
26527,1.4398996198357692,103.77107783755335,2019-04-13 01:10:38,1.2721803419223423,103.80548769877481,2019-04-13 01:32:35,1317.0,w23b1q5,w21z4ps,1,5
26528,1.3374073,103.6965292,2019-04-14 23:10:47,1.2817377,103.8318775,2019-04-14 23:32:17,1290.0,w21xxem,w21z6c2,23,6
26532,1.3918955,103.8793169,2019-04-12 00:27:48,1.4103034,103.7746132,2019-04-12 00:44:30,1002.0,w21zgv6,w23b12w,0,4
26537,1.3462410993999214,103.73770601397213,2019-04-08 10:00:40,1.334987899414774,103.86193235075793,2019-04-08 10:21:07,1227.0,w21z8t5,w21ze7j,10,0
26538,1.313849632849105,103.85703498528343,2019-04-18 12:41:12,1.413092333786019,103.83890365124691,2019-04-18 13:06:14,1502.0,w21z7r4,w23b4cj,12,3
26540,1.3724284340398345,103.70347869583995,2019-04-08 05:36:30,1.425417753963409,103.82578423936997,2019-04-08 05:53:54,1044.0,w21xzcf,w23b4e7,5,0
26541,1.4352713371721018,103.80210377057118,2019-04-09 09:53:38,1.400974432750984,103.86564122580477,2019-04-09 10:09:06,928.0,w23b4j6,w21zgx0,9,1
26545,1.2656332162904997,103.81999902918766,2019-04-19 09:08:54,1.3499243792457294,103.72608559377954,2019-04-19 09:30:11,1277.0,w21z4qr,w21z8me,9,4
26547,1.4435203,103.8043796,2019-04-11 03:18:21,1.355209,103.8672005,2019-04-11 03:37:55,1174.0,w23b4nu,w21zew9,3,3
26548,1.3516182,103.75567028,2019-04-12 09:16:27,1.34081332,103.80477634,2019-04-12 09:31:43,916.0,w21z9n0,w21zdhh,9,4
26555,1.3542711,103.7366284,2019-04-16 05:24:38,1.2905776,103.8512388,2019-04-16 05:46:49,1331.0,w21z8wd,w21z74y,5,1
26559,1.3900642,103.9016153,2019-04-16 01:54:14,1.3289152,103.950636,2019-04-16 02:13:23,1149.0,w21zum4,w21zt3y,1,1
26567,1.2745658,103.8471591,2019-04-16 09:59:13,1.3035604,103.7723733,2019-04-16 10:14:02,889.0,w21z705,w21z3mk,9,1
26570,1.3398117,103.9507124,2019-04-15 02:41:04,1.2769782,103.8578553,2019-04-15 02:57:50,1006.0,w21zt7y,w21z726,2,0
26577,1.430839600771628,103.77303092856127,2019-04-17 22:33:10,1.3976744958812741,103.90241273023408,2019-04-17 22:47:11,841.0,w23b1km,w21zuq7,22,2
